Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
customer,5 reviews,GB,"Jul 16, 2022","Terrible attitude towards customers.I have decided to buy my first watch, and considering that Rolex keeps their value in time, I have decided to look into this. I went to the Mall and the watch shop that are selling Rolex watches they said they do not sell any watches at the moment. They said they only receive a very small number of watches to sell, however their shop is pristine and looks expensive to run. And this made me think that they can afford to loose all this money because their profit margins is so great. Basically Rolex is a non-profit organisation and they must spend all their profits. Very poor customer service. And also with this attitude they have alienated me from the brand. I think I will buy Omega instead. Or maybe a Tudor. However, Rolex, just a bad taste in my mouth after dealing with them. I also enquired online and received the answer that the watches from Rolex are only for returning customers. How many submariners can one person get? Or maybe they endorse the grey market. I won't buy, period. I won't buy now, when I am just starting to make money, and I won't buy when I will have plenty for a Patek. I just won't buy ever after this, I despise the attitude; they won't sell it to new customers? Why? 1 star to much. Also the built quality is poor compared to a grand seiko.Date of experience: July 16, 2022",1,-0.07,0.59
Jason,131 reviews,US,"Aug 23, 2023","The website is overpriced compared to…The website is overpriced compared to the ads they run but the product is great. I got a daydate gold dial and it is wonderful.Date of experience: August 02, 2023",3,0.8,0.75
Jamie Hart,389 reviews,GB,"Nov 10, 2020","I am utter disappointed with the…I am utter disappointed with the service of my Rolex watch. My watch was sent to Rolex service centre Kent UK. After 4 weeks of the watch being away I got the call from my local Goldsmiths to inform me that my watch was ready for collection. After receiving the watch back I found the watch was faulty. So I returned it back to the shop where they returned it back to Rolex service centre in Kent UK. After another six weeks I get the call to say they are going to send my watch back to me via DHL courier. Today I get the package, on opening the package I find a watch sent to me that is owned by a different customer. I could not believe my eyes. I have another customers watch. I phoned Rolex customer service centre in Kent to inform them I have someone else's watch. After about an hour of waiting for them to track my watch I finally get told they still have my watch. I was so upset, as this was a present bought for me by my terminally ill parents in 1998. Also I was not happy with the way the watch was packaged. Only in a white plastic box with the watch in a watch pouch. I am told my watch will be back by the end of the week. JH of Suffolk UK.Date of experience: November 10, 2020",1,-0.12,0.48
Petr Vondracek,553 reviews,CZ,"Jan 15, 2019","Rolex Air KingRolex Air King, dealer Bechyne, Stepanska street, Prague, CZAfter two years! the spring was broken.Poor quality watch.... Never buy Rolex, its a fragranced s_h_i_t.Peter VondracekDate of experience: January 15, 2019",2,0.0,0.0
Johnny M,2 reviews,SC,"Jun 6, 2022","pandemicI feel like the only field that is not effected of the pandemic is jewelry and it says a lot about the fieldDate of experience: June 06, 2022",5,0.0,1.0
Hector Fabio Aguilar Muñoz,8 reviews,GB,"Oct 7, 2020","Rolex judges people by their skin colorHi, my name is Hector Aguilar and I visited ROLEX store in HARRODS London last Sunday around 17:45 inquiring about a specific watch. I was served by Mr Ali who gave me one of the worst experiences I ever had in luxury retailers. I understand the model is extremely popular and they don’t have any in stock. However, when I asked to be put on the waiting list Mr.Ali was not willing to help me AT ALL!!!! He basically told me that it’s impossible to get so I shouldn’t waste mine and his time. The watch which I am after costs thousands of pound, if a customer is willing to wait for 6 months to get it, the sales should try their best to help. What’s worst is that I went back to ask for the business card/contact number of Mr.Ali so perhaps if I see something else in the future I can contact him straight away to be able to get it. He refused to give me any details and tell me if I want something in the future, I need to go to the store and see what they have. This is absolutely unacceptable! I have never experienced this kind of service. I am ready to spend thousands of pound and I am expecting an excellent customer service from ROLEX. I left extremely disappointed with the brand and felt I have been judged by Mr.Ali disrespected.I feel sad that a big name like ROLEX despite and discriminate people based on the color of their skin.It unbelievable to think that I have the money to pay for the product I like but is not able to have it because my skin is too dark.....this is something really breaks my heart.Date of experience: October 07, 2020",1,-0.02,0.56
Mathieu,8 reviews,LT,"Oct 26, 2017","Thank you for great customer service …Thank you for great customer service even though the watches are not affordable for me yet.Date of experience: October 26, 2017",4,0.8,0.75
Maria Fertil,63 reviews,GB,"Jul 23, 2020","Terrible experience in SelfridgesI am writing to share with you that my﻿ intention to treat my husband’s upcoming birthday with a Rolex watch was met with an appalling treatment from one of your sales staff. I went to the Rolex store at Selfridges last week. The security guard at the door was polite. An elder Asian salesperson who seemed to be in her 70s was standing behind the counter, displaying no intention whatsoever of greeting me, just standing there with a completely blank face and ignoring me. Nevertheless, I approached her to enquire about what I was looking for - a Rolex Date-just 41mm for my husband. Bluntly, I was met with only 2 words: “Not Available!”I tried to enquire when one would be available or what the procedure was to acquire one. To my disbelief, she just said she didn’t know and walked away. I was mortified and embarrassed beyond words! She just showed no interest for what she was doing. And no respect for the customer. I was wondering whether she was even working there? Was it because she couldn’t afford to retire...? However, the least she should do is to discharge her job with a minimum of courtesy and good manners. Or maybe she was afraid I had Covid-19? I do wear my mask at all times and do practice good social distancing. I just concluded that this individual was rude beyond description and definitely a waste of space. Anyway, she reflects very poorly on Rolex. She is an assault on your brand. I have since spoken to my friends and family about my vile experience and all of them were quite shocked to hear it and will probably have second thoughts before considering to purchase a Rolex. Nobody wants to spend their money and be met with naked contempt.You would do a great service to yourself and your brand if you retrained or retired this individual at the earliest opportunity. She really knows how to ruin your customer experience.Date of experience: July 23, 2020",1,-0.06,0.46
Thomas Below,3 reviews,DK,"Mar 25, 2014","I love their watches!.Watches from Rolex are the best in the World,and they can last for a lifetime if you take care of them.And their design is timeless and fits every occation!.Date of experience: March 25, 2014",5,0.5,0.32
Ahmad Ramadan,5 reviews,GB,"Jan 14, 2023","Useless services online and in storeUseless services online and in store. They don’t have watches to sell. Everything they have is exhibition only.Date of experience: January 14, 2023",1,-0.5,0.2
Dan Johnston,8 reviews,GB,"Jul 2, 2022","Best watch brand …Purchase my Rolex no date submarine last year from my local authorities AD  no issues at all keep amazing accuracy fantastic watch …  my advice buy a Rolex  you’re  getting the best ….Date of experience: July 02, 2022",5,0.5,0.41
Dass,49 reviews,GB,"Jan 9, 2021","Professional serviceThey have serviced 4 watches for me in 2020 and always a great service, with helpful friendly staff.Date of experience: January 09, 2021",5,0.42,0.45
Anastasija,25 reviews,GB,"Jan 21, 2022","First time in storeFirst time in store. Very friendly, accommodating and helpful service that has met all the expectations.Date of experience: January 21, 2022",5,0.37,0.49
Charlie Haines,7 reviews,GB,"Jan 23, 2024","Terrible serviceTerrible service when it comes to purchasing new watches and there listsDate of experience: January 14, 2024",1,-0.43,0.73
Michell Wiliam,14 reviews,AU,"Aug 24, 2018","Best Company everBest Company ever: I bought watch once for my cousin and everyone was impressed with gift.Date of experience: August 24, 2018",5,1.0,0.65
Grace Daily,1 review,AU,"Jul 27, 2022","Sydney Rolex Store, Great Door service , Horrible Customer Service and SalesSydney Rolex Store… Great greeting service, However, the sales person I had was no where. He didn’t do a good job of selling it at all. I told him , well I am ready to buy today, and I have got money here.. but you said you don’t have any watches to sell. Well put me on to the waiting list then, I don’t mind.After I walked out of the store, he called me and said, he has got a watch for me, would I like to come back in. I did and I purchased that watch on the spot.The drama of the story after that was, no service at all. You wait at the counter, no water or offer the refreshments at all. Sat there and be measured my wrist then Toole the money and bye.. 😂I had to ask for water then I forgot, he didn’t give me the travel pouch. 😱 The email the Rolex shop sent me with the wrong number for customer service.. The customer service is so bad beyond repair.. I have got better services from Cartier, Chanel, Dior and TAG watches.As soon as we purchased watches or high ticket products, champagne and sparkling water is flowing everywhere.I WILL NOT going back there. I would rather to spend somewhere else.Date of experience: July 27, 2022",2,0.09,0.56
Catherine ,6 reviews,GB,"Nov 19, 2016","Offensive staffs at Knightsbridge branchMe and my husband decided to visit Rolex store on our way to Harrods on Saturday 19th November around 3.20pm as we were looking for a gift for my father. We were excited to visit the store as we had a model in mind that we specifically wanted to purchase. Unexpectedly, when we tried to enter the store the security guard refused to let us in as we were told that we can't enter because the store is very busy. When I had a glance at the store, there were only 3 groups of customers. We were also told that the wait will take about 20 minutes, which we understood as waiting inside the store. However, as we stepped into the store, the security guard quickly pushed the door and told us to wait outside. We felt terribly offended and we had to ask if we can wait inside. Finally, the security guard reluctantly let us in. Even after we were let in the store, the security guard was staring at us with suspicion as if we were there to steal something.Just because we look young and are not best dressed, the security guard has no right to judge us. He assumed  that we are unable to afford the watches and hence he didn't want to let us in. Both my husband and I are young professionals, working at respectable jobs, and are able to afford the watches at Rolex. Due to such offensive behaviour, the excitement we had before was lost. We were so offended that we couldn't stay in the store any longer.Think about how many customers like us get turned away from the store just because of him. Also, think about what damage he caused to the brand's image. He made us re-think about our decision to purchase a Rolex watch. People should never be judged by age or looks. I hope they would take an appropriate action so that no more customers get the same experience as we did.Date of experience: November 19, 2016",1,0.03,0.53
Robert,10 reviews,US,"Dec 9, 2020","Does not keep timeSimply put, Rolex watches do not keep accurate time.  I wear mine all the time and every once in a while I look down at the time and it's 5 to 10 minutes off.  I wish I could find some sucker to buy mine.Date of experience: December 09, 2020",2,-0.02,0.57
Citibadger,35 reviews,GB,"Updated Nov 23, 2019","Rolex/Tudor service is a disgrace.I have had the misfortune to have had to contact Rolex customer service on 3 occasions now. My Tudor Black Bay Bronze has an issue with it's leather strap. Being this isn't my daily watch, I wouldn't expect it to begin flaking after a year of wear (not daily). Rolex have failed to understand nor sort the issue. In fact after 3 calls to them, 2 of which they have failed to return my call, I'm thoroughly hacked off. The customer 'service' is absolutely shocking/non existent.  Maybe Rolex don't care about the riff raff Tudor watch owners, treating them as 2nd class citizens, compared to 'proper' Rolex owners. I'm genuinely shocked at how bad the after sales service is. Their total lack of care is disappointing and unforgivable. I will tomorrow be making my 4th attempt to get this matter dealt with. If I do not get the matter resolved tomorrow, I will be personally visiting Rolex head office and not leaving until the matter is resolved to my satisfaction. Be assured that I will be telling anyone and everyone just how poor the service has been, absolutely shocking. Rolex/Tudor, you are a disgrace.The elitist impression that Rolex/Tudor want to project is truly unfounded. You only really know the quality of a company when you have a problem or issue. Now I have unfortunately had to experience Rolex after sales, I can say that Rolex are shocking. Their after sales service is sloppy and truly abysmal, with a complete lack of interest and refusal to accept there could be an issue with one of their 'elite' products.  Preferring instead to blame the owner first without even examining their product!! I have a number of other quality watches (Omega, Tag) and never had an issue with them. Rolex's insistence that they need the entire watch back when there is no issue with the actual watch, but 'that's just our policy' is bizarre as they need the watch as a reference to book any repairs?!I have a Casio G Shock which was looked at by Casio, unbelievable service that was fairly priced and very efficient. Rolex/Tudor could learn a lot from them.Date of experience: October 31, 2019",1,-0.16,0.51
GyattSigmaSkibidiMan,1 review,US,"Jan 26, 2024","WAY TO EXPENSIVEWAY TO EXPENSIVE. I PAYED $100,000 AND IT BROKE AS SOON AS I WALKED OUT THE STORE!!!!! DONT BUY THE ROLEX. ALSO THE ARMS ON THE CLOCK BROKE SO THEY GOT CHOPPED OFF AND STOPPED MOVING.Date of experience: January 17, 2024",5,-1.0,0.7
Aloysious Chng,1 review,MY,"Apr 11, 2022","Wanted to get myself oneWanted to get myself one , went to shop. Bad bad attitude of the staff. They tell us is impossible to get. So what the point of Rolex launching it? Only mean for VVIP ?Date of experience: April 11, 2022",3,-0.48,0.8
Andrew,1 review,GB,"Sep 13, 2023","Rolex buying system sucksI would like to say I was writing a review about a Cellini but I willNever own one, this really is regarding the service in the Rolex AD, I wanted to purchase a white gold circa 20k Cellini but was so put off by the Rolex buying system ( no guarantees of a purchase only a waiting list with no specified duration and feeling like I was being sized up for whether I was good enough to buy one) that I bought a very fine and far superior in my view, Patek Philippe Calatrava in white gold for 5k less and with immediate delivery. So Rolex, sort yourself out, your system to manage supply and demand and to alienate customers has the opposite effect on some people and only drives them into the grey market where your brand is being tarnished by unscrupulous resellers.Date of experience: September 01, 2023",1,0.19,0.5
Gizem,6 reviews,NL,"Apr 16, 2024","I’ve waited two years for A day just 36…I’ve waited two years for A day just 36 mm palm tree that was ordered for me but only to find out two years later that they are going to discontinue the model and they won’t be able to deliver it to me even though I made the order two years ago this is very bad customer service and been dishonest towards the customers very bad overal Date of experience: April 16, 2024",1,-0.27,0.64
J W,2 reviews,GB,"Feb 15, 2023","Tried to buy a rolex for my sons…Tried to buy a rolex for my sons birthday through WOS brighton. i had some buying history through them, inc a tudor and a rolex for my wife.I should say that i have been wearing my rolex for over 30 years. its the only watch i have worn during that time.I discussed the item i wanted to buy (SS Sub). i asked if it would be possible. i gave the date it would be needed by and gave 16 months notice that i needed.i was told that they couldnt make any promises, but with my buying history and giving them so much notice, it should be possible.Bday came around - watch didnt materialise. I was not happy. AD advised that they didnt have any stockI asked how many SS Subs they had had in the last 12 months. refused to answer. a lack of supply is used as an excuse, nothing more.3 days later, i walked past a watch reseller shop - literally 5 mins walk from the AD.They had the exact watch that i was looking for, i asked to take a look. it  was sold by the same AD two weeks earlier and had miraculously appeared in a reseller shop around the corner. had the purchaser changed their mind?? im being sarcasticThe problem is not a lack of supply, the problem is with selling the watches to same people over and over again, who have no real interest of enjoying or wearing the watch at all.Later i found out that a member of the team had been sacked for selling watches out of the back door a few months earlier - in exchange for 'payments'.Personally, i think someone should go through every single sports model sold from that branch and see how many times the same watch was sold to the same person over a 5 year period.... i think it would be enlightening. Rolex can point their finger at the AD - but they make the rules for the AD. i think its time to scrap the AD scheme altogether and just sell direct - rather than supporting ADs who are on the make and on the take.the current cost of living crisis and slowing of demand might actually help - perversely, if the resell market slows, these scumbag resellers will stop buying and the ADs will be able to clearly see who they are. the problem is, of course, its probably their mates....Date of experience: January 15, 2023",1,0.07,0.35
DoubleCrosser,131 reviews,NL,"Oct 21, 2020","You get what you pay forRolex is pricy, but the quality of the product is reflected in the price. However, it's a bit steep for many.Date of experience: October 21, 2020",4,0.0,0.0
Shana Molz,389 reviews,NL,"Aug 21, 2021","I am very pleased with this productI am very pleased with this product. The design is well=thought out and the functionality works as promised.Date of experience: August 21, 2021",4,0.65,1.0
Torry,553 reviews,CY,"Mar 15, 2019","Why such small points in reviewsWhy such small points in reviews? My parents bought me on 20 university - and I do so like itDate of experience: March 15, 2019",5,-0.12,0.45
James Khoo,2 reviews,MY,"Sep 29, 2020","Best Watch BrandRolex is my favorite watch makers. been collecting rolex since 80s' .Date of experience: September 29, 2020",5,0.75,0.65
100003573907605,1 review,GB,"Aug 16, 2020","Been to several ads over the years and…Been to several ads over the years and all your told is if your not a customer all ready theres now way you can get on a list to get a watch , dont you need a chance to buy one so you can became an existing customer there way to many double priced watch out there but they tell you they only sell to trusted repeat buyer 😔😔😔😔Date of experience: August 16, 2020",1,0.12,0.33
Tor B nielsen,63 reviews,DK,"May 26, 2021","Rolex is not for diversRolex is not for divers.2 broken seals, yet not accountability.Date of experience: May 26, 2021",3,-0.4,0.4
longytvbox longy,28 reviews,GB,"Dec 12, 2019","Bought a few watchesBought a few watches, always been excellent built qualityDate of experience: December 12, 2019",5,0.2,0.4
Jason,5 reviews,GB,"Jun 19, 2021","Trying to buy a new rolex is like…Trying to buy a new rolex is like trying to punch fog  if it’s not the authorised dealers trying to rip you off with their pathetic attempts to get you to buy jewellery you don’t need just in order to get on the waiting list then it’s the other smaller jewellery watch shops putting upwards of 1500 on a 5200 watch come on rolex rain these charlatans in 😡👎Date of experience: June 19, 2021",1,-0.17,0.56
Lee Black,25 reviews,GB,"May 17, 2020","Just had my 15 year old watch servicedJust had my 15 year old watch serviced, came back looking like new.Date of experience: May 17, 2020",5,0.07,0.13
James Darlish,1 review,RO,"May 6, 2022","why bother advertising watches people…why bother advertising watches people cant buy.Date of experience: May 06, 2022",1,0.0,0.0
Gary Tinsley,1 review,GB,"Aug 2, 2022","me and my wife have been on the waiting…me and my wife have been on the waiting list for 3 years now  went in to The shop to day and very rude both 60 this year so sadDate of experience: August 02, 2022",1,-0.39,0.78
Mehrnoosh  Gerami,3 reviews,US,"May 24, 2024","Horrible customer serviceHorrible customer service, Very rude and disrespectful people.Date of experience: May 24, 2024",1,-0.7,0.89
Spencer,1 review,GB,"Nov 5, 2019","Poor customer servicePoor customer service in the actual outlets. Better service in stores like HarrodsDate of experience: November 05, 2019",2,0.03,0.4
Mei Ling,6 reviews,US,"Jan 22, 2019","Super stylish!Rolex provides the most stylish watches on the market. The price is high but well worth it.Date of experience: January 22, 2019",4,0.36,0.56
Jason Coller,2 reviews,US,"Jan 11, 2019","Great watches!Stylish watches that match any good fashion style.Date of experience: January 11, 2019",4,0.75,0.68
Stefania Mora,60 reviews,IT,"May 20, 2020","Lovely watchesLovely watches! I'm dreaming about Datejust!!!Date of experience: May 20, 2020",5,0.62,0.75
Anthony PK,3 reviews,US,"Feb 1, 2019","The best watches ever!Rolex makes the most cool, stylish watches in the world. They are pricy but well worth it.Date of experience: February 01, 2019",4,0.53,0.51
Jordan,2 reviews,IE,"May 22, 2018","Love the quality but needs to improve…Love the quality but needs to improve their designs.Date of experience: May 22, 2018",3,0.5,0.6
Mr. A,1 review,DK,"Updated Apr 26, 2021","Benefits, disadvantages, discrimination, blackmail, beauty and joy.Let me start by saying I absolutely adore, my black sub date 40 mm!I’m an ordinary guy, who stopped wearing a watch at the age of 15, because I started dreaming, of a “time piece”, as I call quality automatic life time watches.  I did NOT fall for Rolex, due to being a “I made it in life” brand! If you bother studying the watch world, it quickly becomes apparent, that many watch collectors find Rolex “common”, it’s one of the lowest ranking luxury intro level watches, with only TAG and OMEGA being cheaper. For many it’s brands like AP or Patek Philippe starts the “I really made it in life”.I knew that I would be a one watch man, and spent the next 25 years, investigating, studding, reading about, looking at, trying on and comparing “time pieces” and it became very clear, that the classic submariner, was the only watch, that for filled the criteria, classic, timeless, simple, sporty yet elegant, sturdy, historic and beautiful.By the time I had established which “time piece” I wanted, it became only too apparent, that it was an uphill struggle, even in a city like London, it was impossible to find.Over time it only got harder, the AD’s all over the world, started “blackmailing” me. As many others report, I was asked to buy unwanted jewellery or unpopular bi gold Rolex watches, to be even considered, as a possible future sub owner, yet without any guarantee, which is shocking and boarder line illegal and something I refused to be bullied into.As others reviews also report, MANY of the AD’s around the world, are a disgrace.No wonder other brands like AP chose to stop using corrupt AD’s and taking the sales into their own hands, Rolex should consider to do the same, to insure quality customer experience and avoid their AD’s feeding the grey and black market directly.The surprise of my life came, when my partner, had luck on his side and only weeks before my 40th birthday, found a small, honest and helpful AD in La Rochelle France, who sold him my dream watch, brand new, at list price without snobby attitude or illegal demands, thank you “Alain”, nice to see honesty still exists!Unfortunately the Rolex created production/demand “shortfall”, is not just a downside, to those unsuccessfully wishing to buy a Rolex, but also endangers us as owners.Unfortunately being the owner of a Rolex watch, also means one is targeted by criminals, not just in the streets but even by professional gangs, studying guests at upmarket hotels, restaurants, bars and clubs, all around the world, due to the insane grey and black market demand and sky high prices, the watches achieve, no questions asked, Rolex actually adds unnecessary endangerment to the life and health of their clients, which really isn’t ok. I have a friend, who was rubbed after leaving a high profiled cocktail bar, in a very violently way, even without doing any attempt, to fight back, so that is another thing, you have to be aware of, when thinking of buying and wearing a Rolex.Another friend is likewise dreaming, of owning the sub, willing to run the above risks, yet like many other reviewers report, also the AD’s in Copenhagen, snob none celebrity potential clients, try to blackmail, them into buying piles of unsellable watches or unwanted jewellery, only for the AD then to consider, maybe to let you join a never ending waiting list with absolutely no guarantee of ever owning the wanted watch. It’s not just Rolex who select and discriminate amongst their clients, HERMÈS does it too with bags like the birkin or the Kelly, you having the money doesn’t mean you get to buy what you want, you might be offered a less attractive product or simply none at all. Rolex clearly do not care, neither about the many potential clients ready to buy, nor the safety of current Rolex owners, on their way trying, to achieve iconic luxury recognition like AP or Patek Philippe. I hope one day, anybody who can afford the brand will be able to buy into it, achieve the joy ad happiness I explore every day and at the same time, stop putting the owners into danger.I love my sub, its beauty and craftsmanship, fills me with joy every single day, I’m grateful to have been gifted it, I’m proud my long time dream has come true, but at times the need to plan when and where i wear my “time piece”, sprinkles a Grey shadow over the joy.Date of experience: April 26, 2021",4,0.08,0.52
Karen Lee,3 reviews,US,"Sep 21, 2022","These will hold value over timeThese will hold value over time. A good investment.Date of experience: September 21, 2022",5,0.7,0.6
Richard Stone,1 review,GB,"Jul 26, 2019","Great companyGreat company. They have awesome designs.Date of experience: July 26, 2019",5,0.9,0.88
Eric R.,6 reviews,US,"Oct 24, 2019","Just got an explorerJust got an explorer. Loving itDate of experience: October 24, 2019",5,0.6,0.95
Jose Arechavala,1 review,US,"Dec 17, 2020","Best watch brand everBest watch brand ever, you don't need anything else.Date of experience: December 17, 2020",5,1.0,0.3
Bawsfx,131 reviews,DE,"May 8, 2019","Got my Daytona as a presentGot my Daytona as a present! Love everything about that. Who cares about the price? This is VALUE!!Date of experience: May 08, 2019",5,0.25,0.3
Aiden Jack Smith,389 reviews,US,"Jun 7, 2019","Great service!Date of experience: June 07, 2019",5,0.8,0.75
yellowisland,553 reviews,CA,"Mar 27, 2020","happy customerwatch is good, very durable, price is steepDate of experience: March 27, 2020",4,0.57,0.63
Avi Mondschein,2 reviews,IT,"Dec 23, 2022","I am looking to buy for some rolex.Date of experience: December 04, 2022",5,0.0,0.0
Olivia A Swade,3 reviews,GB,"Jan 24, 2020","Better quality about but wouldn't changeWouldn't leave the house without my rolexDate of experience: January 24, 2020",5,0.5,0.5
Azoz Alrawi,3 reviews,GB,"Dec 17, 2020","Rolex can only be described by one word:CLASS Everyone knows!Date of experience: December 17, 2020",5,0.0,1.0
Willion,1 review,GB,"Jun 13, 2018","Not a great service but product is goodDate of experience: June 13, 2018",3,-0.4,0.75
JoeGambling,9 reviews,IT,"Nov 25, 2020","Very good brandVery good brand ! Do not change anything !Date of experience: November 25, 2020",5,0.95,0.69
Jeff McCarthey,32 reviews,GB,"Jul 3, 2019","Quality and worth every pennyDate of experience: July 03, 2019",5,0.3,0.1
Hassan,5 reviews,GB,"Feb 7, 2022","great servicegreat service. thank youDate of experience: February 07, 2022",5,0.8,0.75
Customer,8 reviews,GB,"Mar 26, 2023","Rolex kings hillRolex kings hill, Put my submariner into rolex as it’s been 8yrs since the last service they said they will quote me first after it’s been looked at so I agreed,2 days later get an email saying my watch is really written off as the bracelet has a dent on it with a bit of stretch and to replace the strap is £3400 plus the middle part of the Watch has a small dent and needs replacing and that’s £1950 the service £500 and the crown has a dent and wear on it £121 and then the bezel was slightly bent £959  Crystal has a slight scratch £112 the total bill was £7245 inc vat ,but with the crystal it’s crystal DIDNT think you could scratch crystal and they said the hands have scratches on em but how can they there inside the watch protected by glass,I’m so upset with rolex as they are not willing to repair anything only replace there’s a dent on one link very minor they should replace the link but Ol no we don’t do that they said they really don’t want the job there only interested in selling the watches there service and customer service stinks I cannot believe how this company works now they just want to rob you blind and then say Ol I’m sorry we cannot help you like they care hans wildorf  the original owner who started the company rolex would be turning in his grave if he knew how customers were being treated it’s disgusting, when rolex were based in Bexley a few years back they were helpful and second to none you would go there with a small problem and the guys on the front desk were eager to help you and always were  very helpful and very polite it was a pleasure to go there they treated you with dignity and respect but not now they don’t in their big new building but there not interested it’s just but we don’t wanna help you go somewhere else cos they ain’t interested,I’m sorry I had to write this review as I like my watch but now I’m gonna have to get another company to sort it for me I’ve got a guy who will sort out my strap foe £350 plus vat and he said you won’t know the difference between new and his restoration, and got another guy to service and correct everything for £500 inc vat what a saving I’m making so rolex don’t even deserve one star but that’s the lowest I can give em don’t waste your time with rolex service centres they are just out to rob you blind well this is my experience with them so I’ll collect my watch back and they won’t see me again thxDate of experience: March 24, 2023",1,-0.09,0.41
Berend,8 reviews,NL,"Jan 20, 2021","Really happy with my new Rolex!Date of experience: January 20, 2021",4,0.47,0.73
Aiden J. Jack,2 reviews,US,"Jun 13, 2019","Amazing serviceAmazing service! Great deliveryDate of experience: June 13, 2019",5,0.78,0.82
Nordin Boualla,1 review,NL,"Jun 13, 2021","Watches are OKWatches are OK, good.Date of experience: June 13, 2021",3,0.5,0.5
B. Cecil,9 reviews,US,"Jan 1, 2012","Very Nice WatchesThe worlds best watches.Date of experience: January 01, 2012",5,0.89,0.65
HarleyDavidson502,9 reviews,DE,"Jun 21, 2018","👍👍❤️🔝❤️👍👍👍👍👍👍🔝Date of experience: June 21, 2018",5,0.0,0.0
Emil Dahlén,4 reviews,SE,"Nov 12, 2018","AffordableAffordable.Date of experience: November 12, 2018",5,0.0,0.0
